BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year,QueryType_raw,mismatch_score,is_mismatch
CHALAKKUDY,Flowers,2024-03-30 19:16:59.197,Jasmine,THRISSUR,824974,Suggested to add 50ml of butter milk  to 10L of fermented oil cake mixture,Asked about quantity of butter milk needed to be added to 10L of fermented oil cake mixture,Organic Farming,,HORTICULTURE,KERALA,30,3,2024,Organic Farming,0.19393807824328513,False
KONDOTTY,Fruits,2024-03-01 17:35:35.590,Mango,MALAPPURAM,559281,Suggested to call 18001801551 if have any queries related to agriculture.,Asked about propagation techniques in mango,Cultural Practices,,HORTICULTURE,KERALA,1,3,2024,Cultural Practices,1.0,True
AREAKODE,Others,2024-03-07 09:53:03.777,Others,MALAPPURAM,637731,"Kindly go through the link to know about the storage of seed ginger.
http://spices.res.in/sites/default/files/Archive_Publications/Ginger/Malayalam/Storage%20of%20Seed%20Ginger%20Mar-2009.pdf",Asked about storage of seed ginger,Plant Protection,,AGRICULTURE,KERALA,7,3,2024,Plant Protection,0.3638411288098846,False
AREAKODE,Cereals,2024-03-08 12:01:24.907,Paddy (Dhan),MALAPPURAM,647226,Call 18001801551 if have any queries related to agriculture.,Asked about water management in paddy,Water Management,,AGRICULTURE,KERALA,8,3,2024,Water Management,1.0,True
Kalikavu,Fruits,2024-03-11 11:53:25.140,Banana,MALAPPURAM,673529,Nano DAP spray @2-4ml in one litre of water,Asked about dosage of Nano DAP,Nutrient Management,,HORTICULTURE,KERALA,11,3,2024,Nutrient Management,0.47743538241883565,False
TIRUR,Plantation Crops,2024-03-14 10:26:03.683,Arecanut,MALAPPURAM,699542,Pits of size 60 x 60 x 60 cm are made for planting. The recommended spacing is 2.7 x 2.7m. The pits are filled up with organic manure @ 12 kg/plant along with top soil.  The seedlings are planted at the center of the pit. The soil is covered up to the collar level and pressed intact.,Asked about planting activities of arecanut,Field Preparation,,HORTICULTURE,KERALA,14,3,2024,Field Preparation,0.9736535058552649,True
KONDOTTY,Fruits,2024-03-22 09:28:40.040,Mango,MALAPPURAM,761518,Suggested to spray Potassium Sulphate @ 5g per litre water.,Asked about increasing flowering in Mango,Nutrient Management,,HORTICULTURE,KERALA,22,3,2024,Nutrient Management,1.0,True
KONDOTTY,Others,2024-03-22 09:30:27.307,Others,MALAPPURAM,761517,For Rambutan apply 560g 18:8:18 fertilizer per plant.,Asked about nutrient management for Rambutan,Nutrient Management,,AGRICULTURE,KERALA,22,3,2024,Nutrient Management,0.8617234870253224,True
KONDOTTY,Vegetables,2024-03-27 10:42:48.807,Ash Gourd (Petha),MALAPPURAM,797828,Suggested to spray Borax 1g/L in Ash gourd.,Asked about the management of Boron deficiency in Ash gourd.,Nutrient Management,,HORTICULTURE,KERALA,27,3,2024,Nutrient Management,0.5170002198277213,True
AREAKODE,Cereals,2024-03-31 12:26:39.073,Paddy (Dhan),MALAPPURAM,829064,Spray any one of Chitin based Pseudomonas (10 gram/litre of water) or Bacillus thuringiensis (4 gram/ 10 litre of water) or fish jiggery extract (6 ml/litre of water) or Azadirachtin 1 % (1.5 ml/litre of water).,Asked about eco-friendly management of rice leaf folder,Plant Protection,,AGRICULTURE,KERALA,31,3,2024,Plant Protection,1.0,True
KUNNAMANGALAM,Vegetables,2024-04-02 09:59:55.097,Bitter Gourd,KOZHIKODE,841810,Suggested to spray Planofix 2ml in 10 litre of water,Asked about inducing female flowers in bittergourd,Nutrient Management,,HORTICULTURE,KERALA,2,4,2024,Nutrient Management,1.0,True
BALUSSERI,Others,2024-04-02 10:27:07.737,Others,KOZHIKODE,841812,There is no chance of rainfall today,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,2,4,2024,Weather,1.0,True
PERAMBRA,Fruits,2024-04-03 14:06:11.840,Pineapple,KOZHIKODE,848420,"Keep suckers in open space under shade in a single layer for about 7 days for drying. Strip off a few lower old dried leaves. Allow the suckers to dry and cure for another 7 days.
Prepare the land for planting by ploughing or digging followed by levelling. Prepare trenches of convenient length and about 90 cm width and 15-30 cm depth. Keep 75 cm between trenches.
Organic manure @ 100 kg/cent should be incorporated to the soil before planting.
Select healthy suckers of uniform size weighing 500-1000 gram. Dip the cured suckers in Bordeaux mixture (1 %) at the time of planting.
Plant the suckers in double rows at spacing of 70 cm between rows and 30 cm between plants. Limit the depth of planting to 7.5 to 10 cm.
Adopt triangular method of planting in each trench so that the plants in two adjacent rows are not opposite to each other.
Ensure that there is no water logging in the trenches.",Asked about planting activities of pineapple,Field Preparation,,HORTICULTURE,KERALA,3,4,2024,Field Preparation,0.9323317133083707,True
CHELANNUR,Fruits,2024-04-06 07:27:22.790,Mango,KOZHIKODE,872718,"Suggested to cut and remove dried branches and apply COC like a paste, after spray COC at 3g per liters of water",Asked about management of die back in mango,Plant Protection,,HORTICULTURE,KERALA,6,4,2024,Plant Protection,1.0,True
CHELANNUR,Fruits,2024-04-06 07:28:45.043,Mango,KOZHIKODE,872719,Suggested to apply lime 500g and after 10 days apply 50g borax.,Asked about fruit drop in mango,Nutrient Management,,HORTICULTURE,KERALA,6,4,2024,Nutrient Management,1.0,True
KUNNAMANGALAM,Plantation Crops,2024-04-06 12:05:56.513,Coconut,KOZHIKODE,872723,"suggested to spray mancozeb 3ml per litre of water in leaves,",ASKED ABOUT MANAGEMENT OF LEAF SPOT IN COCONUT,Plant Protection,,HORTICULTURE,KERALA,6,4,2024,Plant Protection,1.0,True
BALUSSERI,Others,2024-04-09 13:31:53.247,Others,KOZHIKODE,895310,Thank you for calling,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,9,4,2024,Weather,1.0,True
KUNNUMMAL,Fruits,2024-04-12 11:41:39.710,Banana,KOZHIKODE,923140,suggested to plant at a spacing of 2 x 2 m,asked about spacing of  banana,Field Preparation,,HORTICULTURE,KERALA,12,4,2024,Field Preparation,0.6975186823874879,True
KUNNAMANGALAM,Vegetables,2024-04-12 12:12:07.670,Drum Stick,KOZHIKODE,923138,Suggested to chisel out the affected tissue and dress the wound with Hexaconazole 5 EC @ 5ml in 100 ml water. Drench the wet basin with 25 ml of Hexaconazole 5 EC @ 1 ml / litre of water.,Asked about management of stem bleeding,Plant Protection,,HORTICULTURE,KERALA,12,4,2024,Plant Protection,1.0,True
KODUVALLY,Vegetables,2024-04-13 12:07:11.270,Ash Gourd (Petha),KOZHIKODE,933080,"suggested to cover fruit with polythene cover.Remove and destroy affected and decayed fruits.use cuelure trap,apply beuveria bassiana 20 g per liter of water to the soil.-for fruit fly attack in ashgourd.",asked about fruitfly attack in ashgourd.,Plant Protection,,HORTICULTURE,KERALA,13,4,2024,Plant Protection,0.7869633553758635,True
VADAKARA,Fruits,2024-04-15 11:28:15.097,Mango,KOZHIKODE,950159,Suggested to spray potassium nitrate 3g per liters of water,Asked about inflorescence die back in mango,Plant Protection,,HORTICULTURE,KERALA,15,4,2024,Plant Protection,1.0,True
CHELANNUR,Plantation Crops,2024-04-17 14:24:55.073,Coconut,KOZHIKODE,964389,Apply borax @ 100g per palm,Asked about management of button shedding in coconut,Nutrient Management,,HORTICULTURE,KERALA,17,4,2024,Nutrient Management,1.0,True
BALUSSERI,Others,2024-04-22 08:56:26.213,Others,KOZHIKODE,996220,There is no chance of rainfall today,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,22,4,2024,Weather,1.0,True
VADAKARA,Plantation Crops,2024-04-23 09:53:08.327,Coconut,KOZHIKODE,1003156,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram rajphos, 1  kg Potash per palm respectively. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram raj phos, 1kg Potash per palm respectively.",Asked about the nutrient management of Coconut,Nutrient Management,,HORTICULTURE,KERALA,23,4,2024,Nutrient Management,0.9794617122056354,True
KOZHIKODE,Plantation Crops,2024-04-24 09:53:16.217,Coconut,KOZHIKODE,1008704,"suggested to contact Coconut Nursery, Thikkodi
Phone no: 0496 2606788",Asked about availability of seedlings of coconut in kozhikode,Seeds and Planting Material,,HORTICULTURE,KERALA,24,4,2024,Seeds and Planting Material,0.9622435823897856,True
CHELANNUR,Plantation Crops,2024-04-25 09:53:39.740,Coconut,KOZHIKODE,1013366,"1 kg lime per tree per yr  (2 week before fertilizer application),25 kg organic manure per tree per year.
urea-500g ,rajphos-750g,potassium-1kg during may june and repeat it in sept -oct",Asked about nutrient management of coconut,Nutrient Management,,HORTICULTURE,KERALA,25,4,2024,Nutrient Management,1.0,True
BALUSSERI,Others,2024-04-29 13:18:57.050,Others,KOZHIKODE,1036511,Kindly call 18001801551 if you have any queries related to agriculture.,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,29,4,2024,Weather,1.0,True
SULTHAN BATHERY,Others,2024-04-17 19:18:30.827,Others,WAYANAD,964418,more than 50% chance for rain fall,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,17,4,2024,Weather,1.0,True
PANAMARAM,Plantation Crops,2024-04-25 14:09:12.887,Coffee,WAYANAD,1015437,"Yield around 100 kg/year
The fertilizers dose needed is 65 gram urea, 150 gram rock phosphate and 50 gram Muriate of Potash respectively for a plant. The fertilizers have to be applied in 2-3 split doses. In addition to the suggested dosage, 50 kg urea per acre may be broadcasted during break in monsoon to combat fruit drop due to soil saturation

Yield around 200 kg/year
The fertilizers dose needed is 87 gram urea, 187 gram rock phosphate and 66 gram Muriate of Potash respectively for a plant. The fertilizers have to be applied in 2-3 split doses. In addition to the suggested dosage, 50 kg urea per acre may be broadcasted during break in monsoon to combat fruit drop due to soil saturation.",Asked about nutrient management of coffee,Nutrient Management,,HORTICULTURE,KERALA,25,4,2024,Nutrient Management,1.0,True
PANAMARAM,Plantation Crops,2024-04-25 14:10:52.620,Coffee,WAYANAD,1015436,Suggested to give irrigation on alternate days in summer,Asked about irrigation of coffee after harvest,"Water Management, Micro Irrigation",,HORTICULTURE,KERALA,25,4,2024,"Water Management, Micro Irrigation",0.7393150419674661,True
NILESHWAR,Plantation Crops,2024-04-04 17:14:09.013,Arecanut,KASARGOD,855891,Suggested to spray Pottassium nitrate 5g/L,Asked about the pottassium deficiency in Arecanut.,Nutrient Management,,HORTICULTURE,KERALA,4,4,2024,Nutrient Management,0.8067579832839149,True
NILESHWAR,Vegetables,2024-04-05 17:00:03.780,Cowpea (Vegetable),KASARGOD,864681,Suggested to spray borax @ 2g per litre water.,Asked about increasing fruit size  of cowpea,Nutrient Management,,HORTICULTURE,KERALA,5,4,2024,Nutrient Management,1.0,True
KASARGOD,Others,2024-04-07 16:22:44.813,Others,KASARGOD,880646,Weather forecast for Parappa. There is no chance for rainfall in upcoming days. Today's maximum temperature is 36°C and minimum temperature is 25°C. Wind is expected to run at 13km/hr. Schedule agriculture operations as per the weather forecast.,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,7,4,2024,Weather,0.9371513597299119,True
KASARGOD,Plantation Crops,2024-04-10 11:04:22.700,Rubber,KASARGOD,904618,Suggested to make the field fertile by apply FYM and organic manures.,Asked about the replacement of rubber with coconut.,Nutrient Management,,HORTICULTURE,KERALA,10,4,2024,Nutrient Management,1.0,True
KASARGOD,Others,2024-04-19 10:36:25.680,Others,KASARGOD,977794,"Weather forecast for Parappa, district, Kasargod,  block- Kasargod. There is  chance for rainfall today and tomorrow. Today's maximum temperature is 34°C and minimum temperature is 26°C.Wind is expected to run at 10km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,19,4,2024,Weather,0.9454139387125216,True
KASARGOD,Fruits,2024-04-20 11:36:09.490,Mango,KASARGOD,983651,Suggested to spray Copper oxychloride @ 3g per litre water.,Asked about management of leaf yellowing in mango,Plant Protection,,HORTICULTURE,KERALA,20,4,2024,Plant Protection,1.0,True
PARAKODE,Fruits,2024-04-01 08:35:30.480,Jack Fruit,PATHANAMTHITTA,835345,"Suggested that The maximum budding success was observed in July budded plants (76.00 %) followed by August (66 %), June (50 %) and September (33 %).",Asked about  best season for budding in jack fruit,Seeds and Planting Material,,HORTICULTURE,KERALA,1,4,2024,Seeds and Planting Material,0.835282078062154,True
ELANTHOOR,Plantation Crops,2024-04-02 08:20:40.700,Coconut,PATHANAMTHITTA,841792,incomplete call,Asked about bearing barren nuts in coconut,Nutrient Management,,HORTICULTURE,KERALA,2,4,2024,Nutrient Management,1.0,True
PARAKODE,Fruits,2024-04-04 10:24:28.510,Banana,PATHANAMTHITTA,855888,Suggested to dip the suckers in Pseuodomonas solution 20g per litre water and dried in the sun for about 3-4 days and stored in shade upto 15 days before planting.,Asked about sucker treatment,Cultural Practices,,HORTICULTURE,KERALA,4,4,2024,Cultural Practices,1.0,True
PARAKODE,Others,2024-04-20 10:50:46.983,Others,PATHANAMTHITTA,983648,For rainfed crop June-July and september-october are best time of planting,Asked about planting season of sweet potato,Cultural Practices,,AGRICULTURE,KERALA,20,4,2024,Cultural Practices,0.9591215305068941,True
PERAVOOR,Vegetables,2024-04-05 12:26:09.497,Amaranthus/Grain Amaranthus,KANNUR,864686,Suggested to spray  Mancozeb 75 WP (3 gram/litre),Asked about management of leaf blight in Amaranthus,Plant Protection,,HORTICULTURE,KERALA,5,4,2024,Plant Protection,1.0,True
KUTHUPARAMBA,Sugar and Starch Crops,2024-04-07 15:08:02.873,Tapioca (Cassava),KANNUR,880641,suggested to apply organic manures,asked that is it good to apply organic manures  to tapioca,Nutrient Management,,AGRICULTURE,KERALA,7,4,2024,Nutrient Management,0.2503409465201645,False
TALIPARAMBA,Vegetables,2024-04-09 09:04:45.147,Bitter Gourd,KANNUR,895345,suggested to spray pottasium nitrate 5 g per liter of water and do foliar application of borax 1 g per liter.,asked about nutrient mangement for fruit dropping in spiny gourd,Nutrient Management,,HORTICULTURE,KERALA,9,4,2024,Nutrient Management,1.0,True
KANNUR,Vegetables,2024-04-20 11:55:01.657,Dolichos Bean,KANNUR,983629,Recommended to spray neem oil garlic emulsion (20ml neem oil+20g garlic+5g barsoap+1 litre water) or Azadirachtin @ 5ml per litre water.,Asked about management of flower drop in dolichos bean,Plant Protection,,HORTICULTURE,KERALA,20,4,2024,Plant Protection,1.0,True
KANNUR,Fruits,2024-04-21 10:28:33.600,Papaya,KANNUR,989905,Suggested to spray nimbicidine 5ml per liters of water,Asked about management of mosaic disease in papaya,Plant Protection,,HORTICULTURE,KERALA,21,4,2024,Plant Protection,1.0,True
THALASSERY,Fruits,2024-04-21 10:32:39.263,Banana,KANNUR,989842,Suggested to incorporate banana peel in compost preparation.,Asked about usage of banana peel as fertilizer,Nutrient Management,,HORTICULTURE,KERALA,21,4,2024,Nutrient Management,0.8945788134789859,True
TALIPARAMBA,Plantation Crops,2024-04-23 14:51:45.820,Arecanut,KANNUR,1003140,Suggested to spray Potassium silicate as foliar spray (3 to 5 g per litre of water),Asked about method of use of Potassium silicate,Nutrient Management,,HORTICULTURE,KERALA,23,4,2024,Nutrient Management,0.6140713671028082,True
PAYYANNUR,Others,2024-04-25 19:03:26.313,Others,KANNUR,1016860,Suggested Weather forecast Pulingom- There is no chances for rainfall today and in the next three days but partly cloudy weather will remain for today and tomorrow. Today's expected maximum temperature is  38°C and minimum temperature of 25°C and wind speed is likely to run at  13 kilometres per hour.,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,25,4,2024,Weather,0.9415089046544215,True
PERINTHALMANNA,Others,2024-04-04 08:14:24.217,Others,MALAPPURAM,855917,Suggested that there is low chance (10%) chance of rainfall today,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,4,4,2024,Weather,1.0,True
PERINTHALMANNA,Plantation Crops,2024-04-04 21:43:14.060,Arecanut,MALAPPURAM,861265,Weather forecast for Perinthalmanna. There is no chance for rainfall tomorrow and upcoming days. Today's maximum temperature is 36°C and minimum temperature is 26°C. Wind is expected to run at 8 km/hr. Schedule agriculture operations as per the weather forecast.,Farmer asked query on Weather,Weather,,HORTICULTURE,KERALA,4,4,2024,Weather,0.9373445997523193,True
MANKADA,Others,2024-04-10 06:06:04.617,Others,MALAPPURAM,904593,NO RAINFALL  TODAY,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,10,4,2024,Weather,1.0,True
MANKADA,Vegetables,2024-04-11 21:04:03.890,Cowpea (Vegetable),MALAPPURAM,913866,NOGE-(2%) 1l-dissolve 5  g barsoap  in 50 ml hotwater.pour this bar solution to 20 ml neem oil and mix well.grinde 20 g garlic with 30 ml water.add this garlic paste to neem oil solution.add 900 ml water to this solution.,Asked about the management Bean aphid in cowpea.,Plant Protection,,HORTICULTURE,KERALA,11,4,2024,Plant Protection,1.0,True
PERINTHALMANNA,Others,2024-04-16 19:04:19.113,Others,MALAPPURAM,957666,"Weather forecast for Perinthalmanna, Kerala- There are no possibility for rainfall in the upcoming week. Tomorrow's expected maximum temperature is 37oC and minimum temperature is 26oC. Wind speed is likely to run at 8 km/hr. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,16,4,2024,Weather,0.9439242305242845,True
MANKADA,Vegetables,2024-04-16 19:24:10.117,Cowpea (Vegetable),MALAPPURAM,957664,Suggested to apply Beuveria bassiana 20g/L AND neem oil garlic emulsion.,Asked about the management of Caterpiller in cowpea,Plant Protection,,HORTICULTURE,KERALA,16,4,2024,Plant Protection,1.0,True
PERINTHALMANNA,Vegetables,2024-04-17 12:28:53.753,Cowpea (Vegetable),MALAPPURAM,964430,Suggested to use different types of available organic manure.,Asked about application of organic manure to cowpea,Nutrient Management,,HORTICULTURE,KERALA,17,4,2024,Nutrient Management,0.7696603367757014,True
TIRURANGADI,Plantation Crops,2024-04-17 15:52:40.223,Coconut,MALAPPURAM,964450,Apply Chlorantraniliprole 0.4 G (ferterra) 20g mixed with 200g sand in innermost leaf axils. Seal the lowermost bore holes and pour or spray Imidacloprid @ 1 ml/L through the top most hole.,Asked about management of Rhinoceros beetle and Red palm weevil in coconut,Plant Protection,,HORTICULTURE,KERALA,17,4,2024,Plant Protection,1.0,True
PERINTHALMANNA,Pulses,2024-04-20 12:08:09.287,Pigeon pea (red gram/arhar/tur),MALAPPURAM,983626,Suggested that you can grow red garm for making sambar parippu,Asked about cultivation of sambar parippu,Cultural Practices,,AGRICULTURE,KERALA,20,4,2024,Cultural Practices,1.0,True
PERINTHALMANNA,Others,2024-04-21 20:28:47.620,Cucumber,MALAPPURAM,989876,"Weather forecast for district, Malappuram,  block- Perinthalmanna. There is 80% chance for rainfall today. Today's maximum temperature is 37°C and minimum temperature is 26°C.Wind is expected to run at 8km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,21,4,2024,Weather,0.9429140402412146,True
MANKADA,Others,2024-04-22 12:10:56.297,Others,MALAPPURAM,996232,Weather forecast Perithalmanna - There is 60% chance for rainfall today and in no possibilities in the next three days but partly cloudy weather will remain. Today's expected maximum temperature is  37°C and minimum temperature of 27°C and wind speed is likely to run at 18 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,22,4,2024,Weather,0.9182914841398364,True
MANKADA,Others,2024-04-23 21:46:16.957,Others,MALAPPURAM,1003159,"Weather forecast for district, Mankada, Kerala. There is a chance for rainfall today. Today's maximum temperature is 37°C and minimum temperature is 27°C.Wind is expected to run at 8km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,23,4,2024,Weather,0.9389509127292696,True
AREAKODE,Fruits,2024-04-25 13:50:30.670,Banana,MALAPPURAM,1014690,"The use of ethephon in banana ripening has several benefits. Firstly, it allows for uniform ripening of the fruit. But its use is banned.",Asked about growth regulator for uniform ripening in banana,Nutrient Management,,HORTICULTURE,KERALA,25,4,2024,Nutrient Management,0.501126322087674,True
MANKADA,Others,2024-04-27 19:35:42.833,Others,MALAPPURAM,1028278,"eather forecast for district, Malappuram, puzhakattiril . There is no chance for rainfall today and upcoming days. Today's maximum temperature is 38°C and minimum temperature is 27°C.Wind is expected to run at 13km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,27,4,2024,Weather,0.9695689639517997,True
MANKADA,Plantation Crops,2024-04-27 19:40:52.140,Coconut,MALAPPURAM,1028277,"As a prophylactic measure, application of 250 gram neem cake mixed with equal volume of sand in the innermost 2-3 leaf axils. This treatment is to be done twice, ie, during April-May before the onset of south-west monsoon and during September-October after the south-west monsoon.",Asked about management of rhinoceros beetle in coconut,Plant Protection,,HORTICULTURE,KERALA,27,4,2024,Plant Protection,1.0,True
MANKADA,Condiments and Spices,2024-04-28 21:03:21.847,Nutmeg,MALAPPURAM,1033704,"Suggested to apply 160g Urea,  350g Rajphos and 300g Potash during April-June and September-October.",Asked about nutrient management in nutmeg,Nutrient Management,,HORTICULTURE,KERALA,28,4,2024,Nutrient Management,1.0,True
PUZHAKKAL,Condiments and Spices,2024-04-02 15:27:16.020,Nutmeg,THRISSUR,841840,Suggested to soil drench with Hexaconazole 5 EC @ 1ml per litre water.,Asked about management of die back disease in nutmeg,Plant Protection,,HORTICULTURE,KERALA,2,4,2024,Plant Protection,1.0,True
PUZHAKKAL,Condiments and Spices,2024-04-03 11:03:45.797,Nutmeg,THRISSUR,848466,Prune the infected twig and spray Carbendazim 50 WP @ 1g/L water,Asked about management of die-back in nutmeg,Plant Protection,,HORTICULTURE,KERALA,3,4,2024,Plant Protection,1.0,True
MALA,Vegetables,2024-04-08 16:26:44.210,Cowpea (Vegetable),THRISSUR,888052,suggested to spray carbendazim 1 g per liter of water or SAAF 3 g per litre of water,Asked about management of leafspot in cowpea,Plant Protection,,HORTICULTURE,KERALA,8,4,2024,Plant Protection,1.0,True
MULLASSERY,Fruits,2024-04-19 16:18:45.390,Lemon,THRISSUR,977817,Spray potassium nitrate @ 5g/L,Asked about nutrient management for flowering in lemon,Nutrient Management,,HORTICULTURE,KERALA,19,4,2024,Nutrient Management,1.0,True
CHALAKKUDY,Vegetables,2024-04-27 12:38:23.930,Cowpea (Vegetable),THRISSUR,1026197,Suggested to remove and destroy severely affected plants. Spray Thiamethoxam 25 WG @ 2g per 10 litre water for controlling vectors.,Asked about management of mosaic disease in cowpea,Plant Protection,,HORTICULTURE,KERALA,27,4,2024,Plant Protection,1.0,True
KUZHALMANNAM,Fruits,2024-04-03 21:05:39.650,Banana,PALAKKAD,852968,Prepare the field by ploughing or digging. Pits of size of 50 cm x 50 cm x 50 cm are made for planting. The pits are filled with top soil and organic manure @ 10 kg/pit.,Asked about planting of banana sucker,Field Preparation,,HORTICULTURE,KERALA,3,4,2024,Field Preparation,0.9784774985305968,True
CHITTUR,Vegetables,2024-04-09 15:48:12.910,Bhindi(Okra/Ladysfinger),PALAKKAD,895296,Suggested to spray Fame 1.5 ml per litre of water,Asked about control of shoot borer of bhindi,Plant Protection,,HORTICULTURE,KERALA,9,4,2024,Plant Protection,1.0,True
CHITTUR,Others,2024-04-19 11:03:19.833,Others,PALAKKAD,977815,"You can find vermicelli made with rice, wheat flour, with semolina, ragi and many other millets. For the traditional semiya upma, wheat vermicelli is used",Asked about vermicelli,Cultural Practices,,AGRICULTURE,KERALA,19,4,2024,Cultural Practices,1.0,True
NEMMARA,Others,2024-04-21 20:08:19.660,Others,PALAKKAD,989904,Weather forecast nemmara - There is no chances for rainfall in the upcoming week but partly cloudy weather will remain. Today's expected maximum temperature is  40°C and minimum temperature of 27°C and wind speed is likely to run at 14 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,21,4,2024,Weather,0.9134114306409764,True
PATTAMBI,Plantation Crops,2024-04-22 11:59:49.850,Coconut,PALAKKAD,996263,suggested to spray mancozeb 3 g per liter of water,Asked about management of leaf rot in coconut,Plant Protection,,HORTICULTURE,KERALA,22,4,2024,Plant Protection,1.0,True
OTTAPPALAM,Plantation Crops,2024-04-25 11:04:27.637,Coconut,PALAKKAD,1013970,"Suggested that Initial stage of the disease, spray the crown and drench the basin with 500 ppm tetracycline (5 ml/10 liter of water). In heavily disease affected tracts rougue out all severely affected uneconomic adult palms yielding less than 10 nuts per year and all diseased palms",Asked about management of root wilt in coconut,Plant Protection,,HORTICULTURE,KERALA,25,4,2024,Plant Protection,1.0,True
CHITTUR,Others,2024-04-25 14:27:47.337,Others,PALAKKAD,1015440,"Suggested to contact TNAU microbiology department, Ph:04226611294, Agronomy 04226611463",Asked about seeds of Azolla,Seeds,,AGRICULTURE,KERALA,25,4,2024,Seeds,1.0,True
CHITTUR,Vegetables,2024-04-30 11:37:51.250,Brinjal,PALAKKAD,1040706,Suggested to Spray Neem Seed Kernal Extract (NSKE) (50 gram/litre of water),Asked about management of pod borer in brinjal,Plant Protection,,HORTICULTURE,KERALA,30,4,2024,Plant Protection,1.0,True
ATTAPPADI,Others,2024-04-30 15:09:22.357,Others,PALAKKAD,1042236,"Weather forecast for district, Palakkad,  block- Attappadi. There is no chance for rainfall today and upcoming days. Today's maximum temperature is 31°C and minimum temperature is 22°C.Wind is expected to run at 14 km/hr. Schedule agriculture operations as per the weather forecast.",Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,30,4,2024,Weather,0.9457744761310323,True
KOTTARAKKARA,Fruits,2024-04-13 10:00:35.227,Loquat,KOLLAM,933065,"suggested  to remove and destroy affected and decayed fruits. Slight raking of soil during fruiting time and after the harvest to expose pupae from the soil,use pheromone trap (methyl euginol).Apply beuveria bassiana 20 g per liter of water to the basin.Post harvest treatment of harvested fruits with luke warm water (48oC) containing 1%  salt ( 10 gram salt in one litre of water) for 15 minutes is recommended.",asked about fruit fly attack in mango,Plant Protection,,HORTICULTURE,KERALA,13,4,2024,Plant Protection,1.0,True
0   ,Fruits,2024-04-30 12:32:46.230,Mango,KOLLAM,1041490,"Suggested to spray Azadirachtin 0.03% EC , Trade name: Bioneem, Neem kill, Nimbecidine, Jawan, Jai neem, Neemark, Neemguard, Neem rich, Neem raj,  , Label colour: Green label , Dosage : 5-10 ml/litre of water in mango tree.
chemical management-Quinalphos 25 EC , Dosage : 1-1.5 litre/ha or 2 ml/litre of water",Asked about management of mealy bugs in mango,Plant Protection,,HORTICULTURE,KERALA,30,4,2024,Plant Protection,0.9642806187252002,True
SULTHAN BATHERY,Fruits,2024-11-14 15:57:36.567,Avacado,WAYANAD,3017738,"Professor and Head Department of Fruit Science,College of Agriculture, Vellanikkara - 9447918330",Asked contact of Fruit science specialist,Cultural Practices,,HORTICULTURE,KERALA,14,11,2024,Cultural Practices,0.5994076097044312,True
PANAMARAM,Condiments and Spices,2024-11-28 10:51:28.413,Nutmeg,WAYANAD,3112989,"KAU Punnathanam, KAU Pullan and IISR Viswashree are suitable for cultivation throughout the state. Kindly contact KAU sales counter- 0487 237 0540 OR IISR- 0495 273 1410 for more details",Asked about nutmeg varieties suitable for wayanad,Seeds and Planting Material,,HORTICULTURE,KERALA,28,11,2024,Seeds and Planting Material,0.9054018138862061,True
CHAVARA,Fruits,2024-11-03 14:17:59.640,Mango,KOLLAM,2938243,Suggested to spray azadirachtin 5 ml per liter of water,Asked about management of leaf cutting weevil in mango,Plant Protection,,HORTICULTURE,KERALA,3,11,2024,Plant Protection,1.0,True
CHITTUMALA,Plantation Crops,2024-11-05 17:10:39.930,Coconut,KOLLAM,2951596,"As a prophylactic measure for the control of bud rot in coconut, formulations of biocontrol agents like Trichoderma harzianum and Pseudomonas flourescens can be applied on the crown.",Asked about prophylactic management of bud rot in coconut,Plant Protection,,HORTICULTURE,KERALA,5,11,2024,Plant Protection,0.6145218699661341,True
