case_id,variant,crop,state,season
KOLLAM_Coconut,Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Field Preparation -> Seeds and Planting Material -> Plant Protection -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nursery Management -> Nutrient Management -> Nutrient Management -> Field Preparation -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection,Coconut,KERALA,
KOLLAM_Coffee,Agriculture Mechanization,Coffee,KERALA,
KOLLAM_Cowpea (Vegetable),Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Cowpea (Vegetable),KERALA,
KOLLAM_Cucumber,Nutrient Management -> Seeds and Planting Material -> Plant Protection -> Nutrient Management,Cucumber,KERALA,
KOLLAM_Dog,Disease Management,Dog,KERALA,
KOLLAM_Drum Stick,Nutrient Management,Drum Stick,KERALA,
KOLLAM_Ginger,Cultural Practices -> Plant Protection -> Cultural Practices,Ginger,KERALA,
KOLLAM_Guava,Plant Protection -> Nutrient Management -> Nutrient Management,Guava,KERALA,
KOLLAM_Ivy Gourd,Seeds and Planting Material -> Cultural Practices,Ivy Gourd,KERALA,
KOLLAM_Jack Fruit,Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Market Information -> Plant Protection -> Plant Protection -> Plant Protection,Jack Fruit,KERALA,
KOLLAM_Kiwi Fruit,Plant Protection,Kiwi Fruit,KERALA,
KOLLAM_Kokum,Nutrient Management,Kokum,KERALA,
KOLLAM_Litchi,Vegetative Propagation and Tissue Culture,Litchi,KERALA,
KOLLAM_Loquat,Plant Protection,Loquat,KERALA,
KOLLAM_Mango,Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection -> Cultural Practices -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection,Mango,KERALA,
KOLLAM_Nutmeg,Plant Protection,Nutmeg,KERALA,
KOLLAM_POULTRY  FARM,Disease Management,POULTRY  FARM,KERALA,
KOLLAM_Paddy (Dhan),Weed Management,Paddy (Dhan),KERALA,
KOLLAM_Passion Fruit,Nutrient Management,Passion Fruit,KERALA,
KOLLAM_Pea (Vegetable),Nutrient Management,Pea (Vegetable),KERALA,
KOLLAM_Pepper,Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management,Pepper,KERALA,
KOLLAM_Pineapple,Seeds and Planting Material,Pineapple,KERALA,
KOLLAM_Rose,Plant Protection,Rose,KERALA,
KOLLAM_Rubber,Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Fertilizer Use and Availability -> Nutrient Management -> Nutrient Management,Rubber,KERALA,
KOLLAM_Sugarcane (Noble Cane),Plant Protection -> Nutrient Management,Sugarcane (Noble Cane),KERALA,
KOLLAM_Tapioca (Cassava),Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Varieties,Tapioca (Cassava),KERALA,
KOLLAM_Tomato,Plant Protection -> Plant Protection -> Nutrient Management,Tomato,KERALA,
KOLLAM_Turmeric,"Cultural Practices -> Cultural Practices -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",Turmeric,KERALA,
KOTTAYAM_Amaranthus/Grain Amaranthus,Plant Protection,Amaranthus/Grain Amaranthus,KERALA,
KOTTAYAM_Amarphophallus (Surankand/Elephant Foot Yam),Plant Protection -> Cultural Practices -> Field Preparation,Amarphophallus (Surankand/Elephant Foot Yam),KERALA,
KOTTAYAM_Anthurium,Plant Protection,Anthurium,KERALA,
KOTTAYAM_Aonla,Vegetative Propagation and Tissue Culture,Aonla,KERALA,
KOTTAYAM_Apple,Plant Protection,Apple,KERALA,
KOTTAYAM_Arecanut,Cultural Practices -> Cultural Practices -> Field Preparation -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection,Arecanut,KERALA,
KOTTAYAM_Ash Gourd (Petha),Nutrient Management,Ash Gourd (Petha),KERALA,
KOTTAYAM_Bail,Plant Protection,Bail,KERALA,
KOTTAYAM_Banana,"Plant Protection -> Nutrient Management -> Water Management, Micro Irrigation -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Vegetative Propagation and Tissue Culture -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Market Information -> Nutrient Management -> Plant Protection -> Seeds and Planting Material -> Fertilizer Use and Availability -> Nutrient Management -> Nutrient Management -> Bio-Pesticides and Bio-Fertilizers -> Nutrient Management -> Agriculture Mechanization -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management",Banana,KERALA,
KOTTAYAM_Betel Vine,Plant Protection,Betel Vine,KERALA,
KOTTAYAM_Bhindi(Okra/Ladysfinger),Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Organic Farming -> Seeds and Planting Material -> Organic Farming -> Plant Protection -> Nutrient Management -> Nutrient Management,Bhindi(Okra/Ladysfinger),KERALA,
KOTTAYAM_Bitter Gourd,Plant Protection,Bitter Gourd,KERALA,
KOTTAYAM_Brinjal,Plant Protection -> Weather -> Plant Protection,Brinjal,KERALA,
KOTTAYAM_Chillies,"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Plant Protection -> Agriculture Mechanization -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Plant Protection",Chillies,KERALA,
KOTTAYAM_Cinnamon,Cultural Practices,Cinnamon,KERALA,
KOTTAYAM_Citrus,Plant Protection -> Nutrient Management -> Nutrient Management,Citrus,KERALA,
KOTTAYAM_Cocoa,Cultural Practices -> Cultural Practices -> Nutrient Management,Cocoa,KERALA,
KOTTAYAM_Coconut,"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Seeds and Planting Material -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Water Management, Micro Irrigation -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Seeds and Planting Material -> Field Preparation -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection",Coconut,KERALA,
KOTTAYAM_Coffee,Nutrient Management,Coffee,KERALA,
"KOTTAYAM_Colocasia (Arvi, Arbi)",Plant Protection -> Nutrient Management -> Nutrient Management,"Colocasia (Arvi, Arbi)",KERALA,
KOTTAYAM_Cowpea (Vegetable),Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Cowpea (Vegetable),KERALA,
KOTTAYAM_Curry Leaf,Plant Protection -> Plant Protection,Curry Leaf,KERALA,
KOTTAYAM_Custard Apple,Nutrient Management -> Plant Protection,Custard Apple,KERALA,
KOTTAYAM_Drum Stick,Plant Protection -> Plant Protection,Drum Stick,KERALA,
KOTTAYAM_Ginger,Cultural Practices -> Field Preparation -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Ginger,KERALA,
KOTTAYAM_Grape,Plant Protection -> Seeds and Planting Material,Grape,KERALA,
KOTTAYAM_Guava,Plant Protection -> Plant Protection,Guava,KERALA,
KOTTAYAM_Ivy Gourd,Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management,Ivy Gourd,KERALA,
KOTTAYAM_Jack Fruit,Plant Protection -> Plant Protection -> Seeds and Planting Material -> Seeds and Planting Material -> Cultural Practices -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Field Preparation -> Plant Protection,Jack Fruit,KERALA,
KOTTAYAM_Kokum,"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",Kokum,KERALA,
KOTTAYAM_Lemon,Nutrient Management,Lemon,KERALA,
KOTTAYAM_Mango,Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Market Information -> Plant Protection -> Plant Protection -> Old/Senile Orchard Rejuvenation -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Plant Protection -> Plant Protection -> Vegetative Propagation and Tissue Culture -> Vegetative Propagation and Tissue Culture -> Plant Protection -> Cultural Practices,Mango,KERALA,
KOTTAYAM_Nutmeg,Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Fertilizer Use and Availability -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Organic Farming -> Nutrient Management,Nutmeg,KERALA,
KOTTAYAM_Oats,Weed Management,Oats,KERALA,
KOTTAYAM_Onion,Cultural Practices,Onion,KERALA,
KOTTAYAM_Orange,Nutrient Management -> Nutrient Management -> Plant Protection,Orange,KERALA,
KOTTAYAM_Other,Plant Protection,Other,KERALA,
KOTTAYAM_Paddy (Dhan),Plant Protection -> Weather -> Weather -> Weather -> Weather -> Nutrient Management -> Weather -> Nutrient Management -> Plant Protection -> Seeds -> Cultural Practices -> Cultural Practices -> Plant Protection,Paddy (Dhan),KERALA,
KOTTAYAM_Papaya,Seeds and Planting Material -> Seeds and Planting Material -> Cultural Practices -> Cultural Practices -> Field Preparation -> Seeds and Planting Material -> Field Preparation -> Nutrient Management -> Plant Protection -> Plant Protection,Papaya,KERALA,
KOTTAYAM_Pea (Vegetable),Plant Protection,Pea (Vegetable),KERALA,
KOTTAYAM_Pepper,"Seeds and Planting Material -> Cultural Practices -> Plant Protection -> Cultural Practices -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Cultural Practices -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Seeds and Planting Material -> Cultural Practices -> Spices and Condiment Crops -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Spices and Condiment Crops -> Nutrient Management -> Plant Protection -> Plant Protection",Pepper,KERALA,
KOTTAYAM_Pineapple,Field Preparation,Pineapple,KERALA,
KOTTAYAM_Pomegranate,Cultural Practices -> Plant Protection -> Organic Farming,Pomegranate,KERALA,
KOTTAYAM_Pumpkin,Plant Protection -> Plant Protection,Pumpkin,KERALA,
KOTTAYAM_Rose,Nutrient Management -> Plant Protection -> Nutrient Management,Rose,KERALA,
KOTTAYAM_Rubber,"Cultural Practices -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Cultural Practices -> Nutrient Management -> Cultural Practices -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",Rubber,KERALA,
KOTTAYAM_Sapota,Plant Protection -> Nutrient Management,Sapota,KERALA,
KOTTAYAM_Snake Gourd,Nutrient Management -> Plant Protection,Snake Gourd,KERALA,
KOTTAYAM_Sweet Potato,Cultural Practices,Sweet Potato,KERALA,
KOTTAYAM_Tapioca (Cassava),Bio-Pesticides and Bio-Fertilizers -> Organic Farming -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Cultural Practices -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Market Information -> Bio-Pesticides and Bio-Fertilizers -> Water Management -> Plant Protection,Tapioca (Cassava),KERALA,
KOTTAYAM_Teak,Nutrient Management -> Nutrient Management,Teak,KERALA,
KOTTAYAM_Tomato,Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management,Tomato,KERALA,
KOTTAYAM_Turmeric,"Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.)",Turmeric,KERALA,
KOZHIKODE_Acid Lime,Field Preparation -> Nutrient Management,Acid Lime,KERALA,
KOZHIKODE_Aloe Vera,Seeds and Planting Material,Aloe Vera,KERALA,
KOZHIKODE_Amaranthus/Grain Amaranthus,Plant Protection -> Cultural Practices -> Field Preparation -> Nutrient Management -> Plant Protection -> Plant Protection,Amaranthus/Grain Amaranthus,KERALA,
KOZHIKODE_Amarphophallus (Surankand/Elephant Foot Yam),Cultural Practices,Amarphophallus (Surankand/Elephant Foot Yam),KERALA,
KOZHIKODE_Aonla,Nutrient Management -> Nutrient Management,Aonla,KERALA,
KOZHIKODE_Arecanut,Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Field Preparation -> Vegetative Propagation and Tissue Culture -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Agriculture Mechanization -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Field Preparation -> Plant Protection -> Nutrient Management -> Plant Protection,Arecanut,KERALA,
KOZHIKODE_Ash Gourd (Petha),Plant Protection -> Nutrient Management -> Cultural Practices -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management,Ash Gourd (Petha),KERALA,
KOZHIKODE_Avacado,Nutrient Management,Avacado,KERALA,
KOZHIKODE_Bail,Vegetative Propagation and Tissue Culture,Bail,KERALA,
KOZHIKODE_Banana,Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Organic Farming -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Weather -> Field Preparation -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Cultural Practices -> Plant Protection -> Seeds and Planting Material -> Seeds and Planting Material -> Plant Protection -> Plant Protection -> Plant Protection -> Agriculture Mechanization -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection,Banana,KERALA,
KOZHIKODE_Beekeeping,Cultural Practices -> Storage,Beekeeping,KERALA,
KOZHIKODE_Ber,Seeds and Planting Material -> Seeds and Planting Material -> Seeds and Planting Material,Ber,KERALA,
KOZHIKODE_Bhindi(Okra/Ladysfinger),Plant Protection -> Field Preparation -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection,Bhindi(Okra/Ladysfinger),KERALA,
KOZHIKODE_Bitter Gourd,Plant Protection -> Plant Protection -> Nutrient Management,Bitter Gourd,KERALA,
KOZHIKODE_Bottle Gourd,Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection,Bottle Gourd,KERALA,
"KOZHIKODE_Bovine(Cow,Buffalo)",Cattle shed Planning and Management,"Bovine(Cow,Buffalo)",KERALA,
KOZHIKODE_Brinjal,Organic Farming -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management,Brinjal,KERALA,
KOZHIKODE_Chillies,Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Plant Protection -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Seeds and Planting Material,Chillies,KERALA,
KOZHIKODE_Citrus,Nutrient Management -> Nutrient Management -> Nutrient Management,Citrus,KERALA,
KOZHIKODE_Cocoa,Nutrient Management -> Seeds and Planting Material -> Nutrient Management,Cocoa,KERALA,
KOZHIKODE_Coconut,"Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Agriculture Mechanization -> Nutrient Management -> Water Management, Micro Irrigation -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Water Management, Micro Irrigation -> Field Preparation -> Water Management, Micro Irrigation -> Nutrient Management -> Field Preparation -> Nutrient Management -> Water Management, Micro Irrigation -> Nutrient Management -> Cultural Practices -> Cultural Practices -> Seeds and Planting Material -> Seeds and Planting Material -> Seeds and Planting Material -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Field Preparation -> Nutrient Management -> Plant Protection -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Organic Farming -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Fertilizer Use and Availability -> Fertilizer Use and Availability -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Seeds and Planting Material -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Field Preparation",Coconut,KERALA,
"KOZHIKODE_Colocasia (Arvi, Arbi)",Plant Protection,"Colocasia (Arvi, Arbi)",KERALA,
KOZHIKODE_Cowpea (Vegetable),Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Organic Farming -> Plant Protection -> Nutrient Management -> Cultural Practices -> Plant Protection -> Seeds and Planting Material -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Seeds and Planting Material -> Seeds and Planting Material -> Seeds and Planting Material -> Organic Farming,Cowpea (Vegetable),KERALA,
KOZHIKODE_Cucumber,Nutrient Management -> Cultural Practices -> Plant Protection -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection,Cucumber,KERALA,
KOZHIKODE_Curry Leaf,Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection,Curry Leaf,KERALA,
KOZHIKODE_Custard Apple,Weather -> Seeds and Planting Material,Custard Apple,KERALA,
KOZHIKODE_DatePalm,Plant Protection,DatePalm,KERALA,
KOZHIKODE_Drum Stick,Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection,Drum Stick,KERALA,
KOZHIKODE_Duck,"Market Information -> Market Information -> Animal Production (Piggery, Goatery, Sheep Farming etc.)",Duck,KERALA,
KOZHIKODE_Ginger,Seeds and Planting Material -> Spices and Condiment Crops -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Ginger,KERALA,
KOZHIKODE_Goat,Cattle shed Planning and Management,Goat,KERALA,
KOZHIKODE_Grape,Nutrient Management,Grape,KERALA,
KOZHIKODE_Guava,Plant Protection -> Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management -> Nutrient Management,Guava,KERALA,
KOZHIKODE_Hibiscus (Gurhal),Plant Protection,Hibiscus (Gurhal),KERALA,
KOZHIKODE_Jack Fruit,Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection -> Cultural Practices -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection,Jack Fruit,KERALA,
KOZHIKODE_Jamun,Nutrient Management,Jamun,KERALA,
KOZHIKODE_Kokum,Nursery Management,Kokum,KERALA,
KOZHIKODE_Lemon,Seeds and Planting Material,Lemon,KERALA,
KOZHIKODE_Litchi,Nutrient Management,Litchi,KERALA,
KOZHIKODE_Mango,Plant Protection -> Cultural Practices -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Organic Farming -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Cultural Practices -> Plant Protection -> Plant Protection -> Plant Protection -> Plant Protection,Mango,KERALA,
KOZHIKODE_Nutmeg,"Nutrient Management -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Vegetative Propagation and Tissue Culture -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Field Preparation -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Cultural Practices -> Cultural Practices",Nutmeg,KERALA,
KOZHIKODE_Other,Weather,Other,KERALA,
KOZHIKODE_Paddy (Dhan),Plant Protection,Paddy (Dhan),KERALA,
KOZHIKODE_Papaya,"Nutrient Management -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Plant Protection -> Plant Protection -> Plant Protection -> Field Preparation -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Field Preparation -> Post Harvest Management (Cleaning, Grading, Packaging, Food Processing, Cool Chain etc.) -> Plant Protection -> Nutrient Management",Papaya,KERALA,
KOZHIKODE_Pea (Vegetable),Seeds and Planting Material,Pea (Vegetable),KERALA,
KOZHIKODE_Pepper,Weather -> Cultural Practices -> Plant Protection -> Cultural Practices -> Plant Protection -> Plant Protection -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Seeds and Planting Material -> Plant Protection -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Cultural Practices -> Plant Protection -> Nutrient Management -> Plant Protection -> Plant Protection -> Nutrient Management -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Plant Protection -> Field Preparation -> Nutrient Management -> Fertilizer Use and Availability -> Plant Protection -> Plant Protection -> Plant Protection -> Seeds and Planting Material -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection -> Plant Protection -> Cultural Practices,Pepper,KERALA,
KOZHIKODE_Pineapple,Nutrient Management -> Field Preparation -> Seeds and Planting Material,Pineapple,KERALA,
KOZHIKODE_Pomegranate,Cultural Practices,Pomegranate,KERALA,
KOZHIKODE_Pumpkin,Plant Protection -> Nutrient Management -> Plant Protection -> Nutrient Management,Pumpkin,KERALA,
KOZHIKODE_Ridge Gourd,Cultural Practices,Ridge Gourd,KERALA,
KOZHIKODE_Rubber,Nutrient Management -> Nutrient Management -> Cultural Practices -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Organic Farming -> Nutrient Management -> Agriculture Mechanization -> Plant Protection -> Nutrient Management -> Fertilizer Use and Availability -> Nutrient Management -> Nutrient Management,Rubber,KERALA,
KOZHIKODE_Sapota,Nutrient Management -> Nutrient Management -> Nutrient Management -> Nutrient Management -> Plant Protection,Sapota,KERALA,
KOZHIKODE_Sunflower (suryamukhi),Varieties,Sunflower (suryamukhi),KERALA,
KOZHIKODE_Sweet Potato,Nutrient Management,Sweet Potato,KERALA,
KOZHIKODE_Tapioca (Cassava),Seeds,Tapioca (Cassava),KERALA,
KOZHIKODE_Teak,Nutrient Management,Teak,KERALA,
KOZHIKODE_Tomato,Plant Protection -> Plant Protection -> Organic Farming -> Plant Protection -> Plant Protection,Tomato,KERALA,
KOZHIKODE_Turkey,Cattle shed Planning and Management -> Cattle shed Planning and Management -> Animal Nutrition,Turkey,KERALA,
KOZHIKODE_Turmeric,Seeds and Planting Material -> Seeds and Planting Material -> Nutrient Management -> Nutrient Management -> Plant Protection -> Field Preparation -> Plant Protection -> Plant Protection,Turmeric,KERALA,
MALAPPURAM_Amaranthus/Grain Amaranthus,Organic Farming -> Market Information -> Nutrient Management,Amaranthus/Grain Amaranthus,KERALA,
MALAPPURAM_Amarphophallus (Surankand/Elephant Foot Yam),Nutrient Management,Amarphophallus (Surankand/Elephant Foot Yam),KERALA,
