BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year
0   ,Others,2024-06-25T15:33:54.127,Others,KANNUR,1516317,WRONG CALL,WRONG CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,25,6,2024
0   ,Others,2024-06-25T15:37:23.257,Others,KANNUR,1516320,Kindly call 18001801551 if have any queries related to agriculture.,"INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,25,6,2024
KUTHUPARAMBA,Others,2024-06-25T16:31:03.1,Others,KANNUR,1516323,REGISTRATION NUMBER--KL300701589,Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,25,6,2024
KUTHUPARAMBA,Others,2024-06-25T16:31:23.327,Others,KANNUR,1516324, Suggested to wait for the installments.,Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,25,6,2024
IRIKKUR,Condiments and Spices,2024-06-27T10:03:55.517,Pepper,KANNUR,1546965,Plant the seedling on northern side of support. take pit of size 50cm3 15cm away from support.Fill the pit with top soil and compost and trichoderma and the plant the seedling in the middle,Asked about planting of pepper,Cultural Practices,NA,HORTICULTURE,KERALA,27,6,2024
KANNUR,Others,2024-06-27T14:49:53.113,Others,KANNUR,1546917,"Suggested that farmers can do their self-registration through the farmers corner in the pmkisan.gov.in portal or through Common Service Centres (CSCs) or Akshaya centre. Documents required are phone number, Aadhar number, land tax receipt, ration card. After application submit documents in Krishi Bhavan.","Asked about new registration of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
PAYYANNUR,Others,2024-06-27T17:49:33.68,Others,KANNUR,1554509,Kindly call again with aadhaar number,"Asked about updation of registration in PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,27,6,2024
PAYYANNUR,Fruits,2024-06-27T19:59:50.333,Pineapple,KANNUR,1554498,"Contact
District Agricultural Farm, Taliparamba, Phone no: +91460 2203154
State Seed Farm, Vengad, Phone no: +91490 2308047
State Seed Farm, Kankole, Phone no: +91498 5280050",Asked about availability of pineapple seedlings,Seeds and Planting Material,NA,HORTICULTURE,KERALA,27,6,2024
KUTHUPARAMBA,Others,2024-06-28T16:24:41.79,Others,KANNUR,1562458,"Suggested to contact PM Kisan Nodal Office, Ph: 0471 2304022, 0471 2964022
Suggested to contact PM-Kisan Helpline No. 155261 / 011-24300606.
","Asked about the PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,28,6,2024
0   ,Plantation Crops,2024-06-28T17:48:12.04,Rubber,KANNUR,1562529,"പട്ടമരപ്പ് വന്ന മരങ്ങളില്‍ വെട്ടിത്തുടങ്ങിയ ഭാഗത്തോട് ചേര്‍ന്ന് താഴേക്ക് മൊരി ചുരണ്ടി പത്ത് വര്‍ഷത്തില്‍ താഴെ പ്രായമുള്ള മരമാണെങ്കില്‍ ആറിഞ്ച് വീതിയിലും, പ്രായം കൂടിയ മരമാണെങ്കില്‍ ഒരടി വീതിയിലും പത്ത് ഗ്രാം ബോറാക്സ് ഒരു കിലോ വെളിച്ചെണ്ണയില്‍ ലയിപ്പിച്ചത് പുരട്ടുക. ഒരാഴ്ചക്കുള്ളില്‍ പാല്‍ക്കുഴലുകള്‍ രൂപപ്പെടുമെങ്കിലും ഒരു മാസത്തിന് ശേഷം ടാപ്പ് ചെയ്യുന്നതാണ് ഉത്തമം. കട്ടിയുള്ള ലാറ്റെക്സ് ലഭ്യത ഉറപ്പാക്കി 30 DRC ക്ക് താഴേക്ക് പോകാത്ത രീതിയില്‍ ടാപ്പിങ് ദിനങ്ങള്‍ തമ്മിലുള്ള അകലം നിയന്ത്രിക്കുന്നത്  നല്ലതാണ്.പഴയ മരങ്ങള്‍ വെട്ടിമാറ്റാതെ റീപ്ലാന്റ് ചെയ്യാതെ ഉൽപാദന വര്‍ധനയും ഉൽപാദനക്ഷമതയും നിലനിർത്താം.വണ്ണവും പൊക്കവും ഇലപ്പടര്‍പ്പും ഉള്ള മരങ്ങളില്‍ ഡിആര്‍സി കൂടിയ കൂടുതല്‍ കറ ലഭിക്കും. 

",Asked about the management of Taping Pannel Dryness in Rubber.,	Plant Protection	,NA,HORTICULTURE,KERALA,28,6,2024
0   ,Others,2024-06-28T19:43:28.377,Others,KANNUR,1562531,--Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,28,6,2024
IRITTY,Others,2024-06-29T08:16:03.43,Others,KANNUR,1576404,suggested to call again with OTP,"Asked about the PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,29,6,2024
KANNUR,Others,2024-06-29T21:00:48.187,Others,KANNUR,1576488,Suggested that English name of njottanjodiyan is Physalis angulata,Asked about English name of njottanjodiyan,	Field Preparation	,NA,AGRICULTURE,KERALA,29,6,2024
KUTHUPARAMBA,Others,2024-06-30T13:16:20.377,Others,KANNUR,1589737,"Suggested to call later as PM Kisan official site is not available to check beneficiary status.
","Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,30,6,2024
CHITTUR,Beekeeping,2024-06-02T08:15:04.137,Beekeeping,PALAKKAD,1253479,"INCOMPLETE CALL
","INCOMPLETE CALL
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,2,6,2024
0   ,Others,2024-06-03T13:34:28.123,Others,PALAKKAD,1262130,"Thankyou for your response
Kindly call 18001801551 if you have any queries related to agriculture.","AIF survey
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,6,2024
0   ,Others,2024-06-03T13:47:21.147,Others,PALAKKAD,1262136,Kindly call 18001801551 if you have any queries related to agriculture.,"AIF survey
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,3,6,2024
CHITTUR,Others,2024-06-03T17:16:54.91,Others,PALAKKAD,1264777,Kindly contact bank branch for KCC,Asked about Kisan credit card,Government Schemes,NA,AGRICULTURE,KERALA,3,6,2024
TRITHALA,Condiments and Spices,2024-06-06T14:17:51.03,Pepper,PALAKKAD,1281131,You can plant the seedlings in June- July with adequate precautions for drainage,Asked about planting time of pepper seedlings,Cultural Practices,NA,HORTICULTURE,KERALA,6,6,2024
OTTAPPALAM,Fruits,2024-06-08T16:03:09.13,Banana,PALAKKAD,1297449,suggested to apply calcium 100g per plant and do foliar application of borax 1g per liter of water,Asked about nutrient management for calcium and boron deficiency in banana,Nutrient Management,NA,HORTICULTURE,KERALA,8,6,2024
MANNARKAD,Others,2024-06-12T20:31:17.617,Others,PALAKKAD,1336629,Responded that unable to check the beneficiary status due to technical issues. Call later.,Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,12,6,2024
0   ,Others,2024-06-13T11:25:41.63,Others,PALAKKAD,1348491,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,6,2024
MANNARKAD,Others,2024-06-13T17:47:26.44,Others,PALAKKAD,1348466,Suggested to do eKYC.,Asked about not crediting installments of PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,13,6,2024
MANNARKAD,Others,2024-06-14T14:56:53.14,Others,PALAKKAD,1360102,"Kindly wait for further installments
","Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,14,6,2024
MANNARKAD,Plantation Crops,2024-06-15T15:42:04.107,Coconut,PALAKKAD,1371339,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 500 gram urea, 750 gram raj  phos, 1  kg Potash per palm respectively. After 2 weeks apply 50 g borax. The second dose has to apply in September-October and the dosage is 500 gram urea, 750 gram raj phos, 1kg Potash per palm respectively. After 2 weeks apply 50 g borax.",Asked about nutrient management in coconut,Nutrient Management,NA,HORTICULTURE,KERALA,15,6,2024
TRITHALA,Others,2024-06-18T09:22:39.603,Others,PALAKKAD,1409705,"Suggested to wait for pending installments.
Registration NO.: KL282211361
Name Of Farmer: RAJAN
Land Seeding :-  Yes","Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
NEMMARA,Others,2024-06-18T16:02:24.813,Others,PALAKKAD,1409790,Suggested to do ekyc.,Asked to check beneficiary status in PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
OTTAPPALAM,Others,2024-06-19T09:28:20.237,Others,PALAKKAD,1428930,Suggested to check beneficiary status,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
PATTAMBI,Others,2024-06-19T16:45:41.333,Others,PALAKKAD,1428963,Kindly contact krishibhavan,"Asked query related to death of beneficiary of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
NEMMARA,Others,2024-06-19T18:31:16.607,Others,PALAKKAD,1428809,Payment Processed for 17th installment,"Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,19,6,2024
0   ,Others,2024-06-22T12:20:29.343,Others,PALAKKAD,1487068,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,22,6,2024
0   ,Others,2024-06-23T09:17:36.787,Others,PALAKKAD,1495610,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,23,6,2024
ALATHUR,Fruits,2024-06-23T10:56:03.847,Mango,PALAKKAD,1495579,Suggested to apply ash in mango tree,Asked about fruit delaying in mango ,Nutrient Management,NA,HORTICULTURE,KERALA,23,6,2024
0   ,Others,2024-06-26T18:14:21.217,Others,PALAKKAD,1538344,Kindly call 18001801551 if have any queries related to agriculture.,"Incomplete call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,26,6,2024
CHITTUR,Cereals,2024-06-27T11:09:50.93,Paddy (Dhan),PALAKKAD,1546986,"Suggested to contact Agricultural Research Station, Mannuthy
Mannuthy (P.O.)
Thrissur Kerala 680651
Phone No: 
+91-487-2370726
09446370726",Asked about weed management in rice,Weed Management,NA,AGRICULTURE,KERALA,27,6,2024
0   ,Others,2024-06-27T18:09:45.313,Others,PALAKKAD,1554534,Kindly call 18001801551 if have any queries related to agriculture.,"Irrelevant call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,27,6,2024
OTTAPPALAM,Plantation Crops,2024-06-28T17:16:18.817,Coconut,PALAKKAD,1562462,"Recommended to apply Organic manure @ 25 kg/plant  every year. Open the coconut basin and apply Lime @ 1 kg at two weeks before fertilizer application. The first split has to be applied in April-June. The dosage is 500g Urea, 750g Rajphos and 1kg Potash per palm respectively. The second dose has to be applied in September-October and the dosage is 500g Urea, 750g Rajphos, 1kg Potash per palm respectively.",Asked about the nutrient management of Coconut.,Nutrient Management,NA,HORTICULTURE,KERALA,28,6,2024
OTTAPPALAM,Plantation Crops,2024-06-28T17:30:41.9,Arecanut,PALAKKAD,1562463,"Contact details of CPCRI.
ICAR-Central Plantation Crops Research Institute -04994 232 894",Asked about the contact details of CPCRI.,Training and Exposure Visits,NA,HORTICULTURE,KERALA,28,6,2024
KUZHALMANNAM,Cereals,2024-06-29T09:03:19.55,Paddy (Dhan),PALAKKAD,1576445,Suggested to apply fertilizer 2 days after weedicide application,Asked about application of weedicide along with fertilizer,Weed Management,NA,AGRICULTURE,KERALA,29,6,2024
MANNARKAD,Others,2024-06-29T11:37:36.14,Others,PALAKKAD,1576447,Kindly call 18001801551 if have any queries related to agriculture.,"Incomplete call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,29,6,2024
CHITTUR,Others,2024-06-29T13:50:56.427,Others,PALAKKAD,1576479,"suggested to bring 2018-19 land tax receipt and 2024-25 land tax receipt,ration card,aadhar card,phone number,bank passbook copy(india post payment bank) to akshaya service centre","Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,29,6,2024
MANNARKAD,Others,2024-06-30T18:58:54.433,Others,PALAKKAD,1589753,"suggested to contact SMAM,Ph no:04712306784 or 9447225802",Asked about subsidy for farm machineries,Government Schemes,NA,AGRICULTURE,KERALA,30,6,2024
PERINTHALMANNA,Others,2024-06-01T13:12:23.35,Others,MALAPPURAM,1247410,Kindly call 18001801551 if have any queries related to agriculture.,Informed weather,Training and Exposure Visits,NA,AGRICULTURE,KERALA,1,6,2024
MANKADA,Others,2024-06-03T08:35:47.423,Others,MALAPPURAM,1260564,Weather forecast Perinthalmanna - There is 70% chance for rainfall today and in no possibilities in the next three days but partly cloudy weather will remain. Today's expected maximum temperature is  37°C and minimum temperature of 26°C and wind speed is likely to run at 11 kilometres per hour. Schedule the agricultural operations as per the weather forecast,Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,3,6,2024
0   ,Fruits,2024-06-04T11:44:53.797,Banana,MALAPPURAM,1268381,suggested to spray borax 1g per liter of water.Apply lime 100g per plant,Asked about nutrient management  for fruit splitting in robust banana.,Nutrient Management,NA,HORTICULTURE,KERALA,4,6,2024
0   ,Others,2024-06-05T13:52:40.563,Others,MALAPPURAM,1273739,Kindly call 18001801551 if have any queries related to agriculture.,Irrelevant call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,5,6,2024
MANKADA,Others,2024-06-06T20:11:46.167,Others,MALAPPURAM,1285526,Kindly call 18001801551 if have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,6,6,2024
0   ,Others,2024-06-07T14:32:10.847,Others,MALAPPURAM,1288761,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,7,6,2024
MANKADA,Others,2024-06-09T19:21:18.283,Others,MALAPPURAM,1305555,There's high chances for rain in the upcoming week. Recommended not to irrigate the plants,Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,9,6,2024
KUTTIPPURAM,Others,2024-06-10T16:16:14.803,Others,MALAPPURAM,1313900,"The release date of PM KISAN 17th installment is not yet announced by the government
","Asked about the 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,10,6,2024
PERINTHALMANNA,Sugar and Starch Crops,2024-06-10T18:18:26.283,Tapioca (Cassava),MALAPPURAM,1313938,"Apply 10g urea, 20g rajphos, 10g potash to one month old plants. Apply 30g urea, 20g rajphos and 30g potash to 3-4 month old plants",Asked about nutrient management for tapioca,Nutrient Management,NA,AGRICULTURE,KERALA,10,6,2024
NILAMBUR,Plantation Crops,2024-06-11T09:26:24.463,Coconut,MALAPPURAM,1324683,Suggested to apply 1kg lime per palm 15 days before fertilizer application,Asked about liming of coconut,Nutrient Management,NA,HORTICULTURE,KERALA,11,6,2024
PERINTHALMANNA,Others,2024-06-12T11:21:45.37,Others,MALAPPURAM,1336590,Suggested to call again later,Asked about not crediting 16th installment of PM Kisan ,Government Schemes,NA,AGRICULTURE,KERALA,12,6,2024
MANKADA,Others,2024-06-12T20:19:06.573,Others,MALAPPURAM,1336598,"Suggested to wait for further installments.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,12,6,2024
0   ,Others,2024-06-13T12:07:06.943,Others,MALAPPURAM,1348496,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,13,6,2024
MANKADA,Vegetables,2024-06-15T13:48:45.997,Ivy Gourd,MALAPPURAM,1371347,Suggested to spray 19:19:19 5g per litre of water and Pseudomonas 20g per litre of water,"
Asked about management of yellowing of Ivygourd",	Plant Protection	,NA,HORTICULTURE,KERALA,15,6,2024
0   ,Others,2024-06-17T13:33:28.217,Others,MALAPPURAM,1394234,Kindly call 18001801551 if have any queries related to agriculture.,"AIF survey
",Government Schemes,NA,AGRICULTURE,KERALA,17,6,2024
KUTTIPPURAM,Others,2024-06-18T11:55:58.837,Others,MALAPPURAM,1409687,"Honourable Prime Minister will release the 17th Installment of PM KISAN scheme on 18th June 2024.
","Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
WANDOOR,Others,2024-06-18T13:37:21.117,Others,MALAPPURAM,1409756,"Responded that the PMKISAN 17th installment is expected to be released on 18th June
","Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,18,6,2024
PERINTHALMANNA,Others,2024-06-20T11:54:05.98,Others,MALAPPURAM,1452306,"Unable to check the beneficiary status due to server issues. Kindly call again later. 
","Asked about the PM Kisan Samman Nidhi scheme

",Government Schemes,NA,AGRICULTURE,KERALA,20,6,2024
0   ,Plantation Crops,2024-06-20T12:29:31.793,Arecanut,MALAPPURAM,1452328,suggested to destroy heavily infested and dried leaves by burning. spray on the under surfaces of leaves and crown with  Wettable Sulphur 80 WP (2.5 gram/litre of water).,Asked about management of mite attack in arecanut,	Plant Protection	,NA,HORTICULTURE,KERALA,20,6,2024
0   ,Others,2024-06-22T13:40:38.27,Others,MALAPPURAM,1487074,AIF SURVEY ,AIF SURVEY ,Government Schemes,NA,AGRICULTURE,KERALA,22,6,2024
0   ,Others,2024-06-23T10:41:45.323,Others,MALAPPURAM,1495633,"Thankyou for your response
Kindly call 18001801551 if you have any queries related to agriculture.",AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,23,6,2024
PERINTHALMANNA,Others,2024-06-25T15:06:19.27,Others,MALAPPURAM,1516301,Kindly call 18001801551 if you have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,25,6,2024
0   ,Others,2024-06-25T19:39:02.907,Others,MALAPPURAM,1523730,"Suggested to call back for checking PM Kisan Samman Nidhi beneficiary status when having eKYC registered mobile number.
","Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,25,6,2024
MANKADA,Others,2024-06-26T06:09:59.05,Others,MALAPPURAM,1529531,"Weather forecast  Puzhakkattiri, Kerala- There is 100% chance for rainfall today and upcoming days but partly cloudy weather will remain. Today's expected maximum temperature is  27°C and minimum temperature of 23°C and wind speed is likely to run at 13 kilometres per hour. Schedule the agricultural operations as per the weather forecast",Farmer asked query on Weather,Weather,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-26T08:21:25.66,Others,MALAPPURAM,1529571,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
PONNANI,Others,2024-06-26T12:00:18.33,Others,MALAPPURAM,1529527,The 17th installment has been credited to IPPB account,"Asked query related to PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,26,6,2024
0   ,Others,2024-06-26T18:17:08.277,Others,MALAPPURAM,1538345,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,26,6,2024
PERINTHALMANNA,Others,2024-06-26T20:42:57.487,Others,MALAPPURAM,1538305,Kindly call 18001801551 if have any queries related to agriculture.,"Blank call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,26,6,2024
MANKADA,Others,2024-06-29T13:22:58.06,Others,MALAPPURAM,1576425,Kindly call 18001801551 if have any queries related to agriculture.,"Blank call
",Training and Exposure Visits,NA,AGRICULTURE,KERALA,29,6,2024
TIRUR,Plantation Crops,2024-06-29T15:45:45.35,Arecanut,MALAPPURAM,1576376,"Apply 40g Urea, 40g Rajphos and 40g Potash per pant during March-April. 
Apply 40g Urea, 40g Rajphos and 40g Potash per pant during September-October. 
",Asked about nutrient management in areca nut 1 year old,Nutrient Management,NA,HORTICULTURE,KERALA,29,6,2024
0   ,Others,2024-06-30T09:28:41.583,Others,MALAPPURAM,1589736,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,30,6,2024
EDAPPALLY,Plantation Crops,2024-06-02T09:30:29.417,Coconut,ERNAKULAM,1253482,Suggested to apply microfood 200g per palm,Asked about application of micronutrients to coconut,Nutrient Management,NA,HORTICULTURE,KERALA,2,6,2024
KOTHAMANGALAM,Others,2024-06-03T15:55:10.52,Others,ERNAKULAM,1264764,"Dithane m45 is a Fungicide used to control fungal diseases (blight, leaf spot, rust, downy mildew, scab, leaf blight, anthracnose) in the field crops, fruits and vegetables etc.",Asked about the Dithane m45,Fertilizer Use and Availability,NA,AGRICULTURE,KERALA,3,6,2024
KOTHAMANGALAM,Others,2024-06-03T16:05:19.277,Others,ERNAKULAM,1264762,The colour of 18:18:18 is Pink.,Asked about the colour of 18:18:18.,Fertilizer Use and Availability,NA,AGRICULTURE,KERALA,3,6,2024
0   ,Others,2024-06-05T13:24:41.49,Others,ERNAKULAM,1273735,AIF SURVEY,AIF SURVEY,Government Schemes,NA,AGRICULTURE,KERALA,5,6,2024
ALANGAD,Others,2024-06-06T09:34:17.107,Others,ERNAKULAM,1281114,"Responded that 17th installment of PM kisan samman nidhi is not yet released 
","
Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,6,6,2024
ANGAMALI,Fruits,2024-06-06T11:32:06.647,Banana,ERNAKULAM,1281088,Suggested to apply micronutrient mix 50g per each banana tree,Asked about leaf splitting in banana ,	Plant Protection	,NA,HORTICULTURE,KERALA,6,6,2024
KOOVAPPADY,Condiments and Spices,2024-06-06T15:00:02.717,Nutmeg,ERNAKULAM,1281099,"Recommended to apply Organic manure @ 10 kg/plant  every year. Lime @ 750 g has to be applied in acid soils two weeks before of fertilizer application.The first split has to be applied in April-June. The dosage is 180 gram urea, 400 gram raj  phos,340 gram Potash respectively. The second dose has to apply in September-October and the dosage is 340 gram urea, 400 gram raj phos, 340 gram Potash respectively.
After 1 month apply 40 g borax per palm.","Asked about nutrient management in mature nutmeg
",Nutrient Management,NA,HORTICULTURE,KERALA,6,6,2024
MULANTHURUTHY,Plantation Crops,2024-06-06T19:01:18.33,Coconut,ERNAKULAM,1285522,"In diseased gardens, spray drench the spindle and young leaf axils with SAAF 3g per litre of water or Copper oxychloride 2.5g per litre water.
",Asked about control of fruit rot of coconut,	Plant Protection	,NA,HORTICULTURE,KERALA,6,6,2024
PARAVUR,Fruits,2024-06-07T13:34:09.283,Banana,ERNAKULAM,1288764,Drench the soil with Hexaconazole 5 EC @ 1ml/L,Asked about management of panama wilt in banana,	Plant Protection	,NA,HORTICULTURE,KERALA,7,6,2024
ANGAMALI,Others,2024-06-07T13:48:26.157,Others,ERNAKULAM,1288765,Kindly call 18001801551 if have any queries related to agriculture,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,7,6,2024
ALANGAD,Others,2024-06-07T14:33:58.353,Others,ERNAKULAM,1288752,"Suggested to wait for information regarding 17th installment of PM Kisan Samman Nidhi
","Asked about the 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,7,6,2024
MUVATTUPUZHA,Others,2024-06-08T13:02:11.897,Others,ERNAKULAM,1297501,Kindly wait for further installments,"Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,8,6,2024
MUVATTUPUZHA,Others,2024-06-11T09:40:56.173,Others,ERNAKULAM,1324724,"Suggested to wait for further installments.
","Asked about the 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,11,6,2024
VAZHAKKULAM,Others,2024-06-11T13:22:25.47,Others,ERNAKULAM,1324691,Kindly call 18001801551 if you have any queries related to agriculture.,incomplete call,Nutrient Management,NA,AGRICULTURE,KERALA,11,6,2024
ANGAMALI,Others,2024-06-12T21:09:13.28,Others,ERNAKULAM,1334533,"Suggested to wait for further installments.
",Asked query related to PM Kisan Samman Nidhi scheme,Government Schemes,NA,AGRICULTURE,KERALA,12,6,2024
KOTHAMANGALAM,Fruits,2024-06-13T06:35:54.53,Banana,ERNAKULAM,1348410,Suggested to spray SAAF 2g per liters of water,Asked about management of sigatoka leaf spot in banana ,	Plant Protection	,NA,HORTICULTURE,KERALA,13,6,2024
KOOVAPPADY,Others,2024-06-13T11:18:36.917,Others,ERNAKULAM,1348437,"Responded that unable to check the beneficiary status due to technical issues. Call later.
","Asked about PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,13,6,2024
VAZHAKKULAM,Condiments and Spices,2024-06-14T10:21:21.09,Pepper,ERNAKULAM,1360130,Apply 25g Trichoderma per pit. You can also apply organic manures to the pit,Asked about prophylactic control measures for root rot in pepper before planting,Agriculture Mechanization,NA,HORTICULTURE,KERALA,14,6,2024
0   ,Others,2024-06-14T19:22:25.75,Others,ERNAKULAM,1360117,--Kindly call 18001801551 if have any queries related to agriculture.,INCOMPLETE CALL,Training and Exposure Visits,NA,AGRICULTURE,KERALA,14,6,2024
VYPEEN,Fruits,2024-06-14T19:31:37.673,Acid Lime,ERNAKULAM,1360058,Suggested to spray neem oil emulsion or Azadirachtin 3ml per litre of water,Asked about control of sucking pests in lime,	Plant Protection	,NA,HORTICULTURE,KERALA,14,6,2024
MULANTHURUTHY,Others,2024-06-15T13:23:25.213,Others,ERNAKULAM,1371284,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Government Schemes,NA,AGRICULTURE,KERALA,15,6,2024
MULANTHURUTHY,Others,2024-06-15T13:25:00.537,Others,ERNAKULAM,1371283,Kindly call 18001801551 if have any queries related to agriculture.,Blank call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,15,6,2024
MULANTHURUTHY,Others,2024-06-15T13:28:03.06,Others,ERNAKULAM,1371280,Call back with OTP,"Asked about the PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,15,6,2024
MULANTHURUTHY,Others,2024-06-15T13:42:06.053,Others,ERNAKULAM,1371281,Suggested to wait for further installments.,"Asked about not crediting installments of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,15,6,2024
ANGAMALI,Others,2024-06-16T09:11:22.57,Others,ERNAKULAM,1380802,"Responded that the PMKISAN 17th installment is expected to be released on 18th June
","Asked about the 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,16,6,2024
0   ,Others,2024-06-16T13:24:54.373,Others,ERNAKULAM,1382703,AIF survey,AIF survey,Government Schemes,NA,AGRICULTURE,KERALA,16,6,2024
ANGAMALI,Others,2024-06-17T08:53:03.33,Others,ERNAKULAM,1391816,"Responded that 17th installment of PM kisan samman nidhi will be releasing on June 18
","Asked about 17th installment of PM Kisan Samman Nidhi scheme
",Government Schemes,NA,AGRICULTURE,KERALA,17,6,2024
ANGAMALI,Others,2024-06-17T14:57:52.347,Others,ERNAKULAM,1394180,Suggested to take account in post office.,Asked about the PM Kisan Samman Nidhi scheme.,Government Schemes,NA,AGRICULTURE,KERALA,17,6,2024
0   ,Others,2024-06-17T17:17:12.54,Others,ERNAKULAM,1394241,Kindly call 18001801551 if have any queries related to agriculture.,Incomplete call,Training and Exposure Visits,NA,AGRICULTURE,KERALA,17,6,2024
KOTHAMANGALAM,Others,2024-06-18T12:21:26.483,Others,ERNAKULAM,1409684,"Suggested to contact AMICARE SERVICES PVT LTD
53/3933, Sivaranjini, Lal Salam Road,
Ponnurunni, Vyttila P.O,
Ernakulam - 682019, 0484 -2307978 | +91 9746436009",Asked about house fly management ,Cultural Practices,NA,AGRICULTURE,KERALA,18,6,2024
